supplier_code	Price1_USD	Price5_USD	Price2_USD	Price4_USD	Price3_USD	Smiles	MDLN	Chemical_Name	CAS_RN	Link	Purity	Quantity4	Quantity5	Quantity1	Quantity2	Quantity3
SPC-a115	204	 	367	2295	765	O=C(C=C1CSC1)OCc1ccccc1		Benzyl 2-(thietan-3-ylidene)acetate	1394319-40-4	http://spirochem.com/benzyl-2-thietan-3-ylidene-acetate.html	95	5G		0.1G	0.25G	1G
SPC-a116	296	 	500	3947	1316	CCOC(=O)C=C1CS(=O)(=O)C1		Ethyl 2-(1,1-dioxidothietan-3-ylidene)acetate	1394319-79-9	http://spirochem.com/ethyl-2-1-1-dioxidothietan-3-ylidene-acetate.html	95	5G		0.1G	0.25G	1G
SPC-a117	296	 	500	3947	1316	O=C(C=C1CS(=O)(=O)C1)OCc1ccccc1		Benzyl 2-(1,1-dioxidothietan-3-ylidene)acetate	1394319-38-0	http://spirochem.com/benzyl-2-1-1-dioxidothietan-3-ylidene-acetate.html	95	5G		0.1G	0.25G	1G
SPC-a118	459	 	867	 	2550	O=C(O)CC1CS(=O)(=O)C1		2-(1,1-Dioxidothietan-3-yl)acetic acid	1394319-63-1	http://spirochem.com/2-1-1-dioxidothietan-3-yl-acetic-acid.html	95			0.1G	0.25G	1G
SPC-a119	149	 	446	 	743	OC(C1CCSCC1)=O	MFCD09879921	thiane-4-carboxylic acid	89489-53-2	http://spirochem.com/thiane-4-carboxylic-acid.html	95			1G	5G	10G
SPC-a120a	198	2363	594	1564	970	NC1(C2)CC2C1.Cl	MFCD19204065	Bicyclo[1.1.1]pentan-1-amine hydrochloride	22287-35-0	http://spirochem.com/bicyclo-1-1-1-pentan-1-amine-hydrochloride.html	95	25G	50G	1G	5G	10G
SPC-a121	297	4304	496	1435	960	OC(C1(C2)CC2C1)=O	MFCD19228106	bicyclo[1.1.1]pentane-1-carboxylic acid	22287-28-1	http://spirochem.com/bicyclo-1-1-1-pentane-1-carboxylic-acid.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-a122	70		200		560	NC1CN(C)C1		1-methylazetidin-3-amine	959957-92-7	http://spirochem.com/1-methylazetidin-3-amine.html	95			0.25G	1G	5G
SPC-a123	145	 	325	1633	1069	CN1CC(CN)C1	MFCD17168417	(1-methylazetidin-3-yl)methanamine	1359656-98-6	http://spirochem.com/1-methylazetidin-3-yl-methanamine.html	95	10G		0.25G	1G	5G
SPC-a124	214	 	357	2754	918	CC(C)(C)OC(=O)N1CC(S)(CCO)C1		tert-butyl 3-(2-hydroxyethyl)-3-mercaptoazetidine-1-carboxylate	1223573-24-7	http://spirochem.com/tert-butyl-3-2-hydroxyethyl-3-mercaptoazetidine-1-carboxylate.html	95	5G		0.1G	0.25G	1G
SPC-a125	208	 	683	 	1057	OC(C(C1)CC1F)=O	MFCD09834117	3-fluorocyclobutane-1-carboxylic acid	122665-96-7	http://spirochem.com/3-fluorocyclobutane-1-carboxylic-acid.html	95			1G	5G	10G
SPC-a126	110	2474	248	1237	743	NC(C1)CC1F.Cl	MFCD21642364	3-fluorocyclobutan-1-amine hydrochloride	1284245-36-8	http://spirochem.com/3-fluorocyclobutan-1-amine-hydrochloride.html	95	10G	25G	0.25G	1G	5G
SPC-a127	173	 	293	 	 	OCC(C1)CC1(F)F	MFCD11877861	(3,3-difluorocyclobutyl)methanol	681128-39-2	http://spirochem.com/3-3-difluorocyclobutyl-methanol.html	95			5G	10G	
SPC-a128	117	 	197	553	335	OC(C(C1)CC1(F)F)=O	MFCD08705857	3,3-difluorocyclobutane-1-carboxylic acid	107496-54-8	http://spirochem.com/3-3-difluorocyclobutane-1-carboxylic-acid.html	95	100G		10G	25G	50G
SPC-a129	124	 	236	879	446	NC(C1)CC1(F)F.Cl	MFCD10001382	3,3-difluorocyclobutan-1-amine hydrochloride	637031-93-7	http://spirochem.com/3-3-difluorocyclobutan-1-amine-hydrochloride.html	95	100G		10G	25G	50G
SPC-a130	106	1979	238	1187	713	NCC(C1)CC1(F)F.Cl	MFCD12400850	(3,3-difluorocyclobutyl)methanamine hydrochloride	1159813-93-0	http://spirochem.com/3-3-difluorocyclobutyl-methanamine-hydrochloride.html	95	10G	25G	0.25G	1G	5G
SPC-a131	180	1336	198	446	248	NC1(COC1)c1ccccc1.Cl	MFCD17215843	3-phenyloxetan-3-amine hydrochloride	1211284-11-5	http://spirochem.com/3-phenyloxetan-3-amine-hydrochloride.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-a132	184	2550	306	1530	510	Cc1ccc(C2(N)COC2)cc1.Cl		3-(p-Tolyl)oxetan-3-amine hydrochloride	1322200-77-0	http://spirochem.com/3-p-tolyl-oxetan-3-amine-hydrochloride.html	95	5G	10G	0.1G	0.25G	1G
SPC-a133	145	1633	261	545	363	NC1(COC1)c(cc1)ccc1F.Cl		3-(4-fluorophenyl)oxetan-3-amine	1332839-79-8	http://spirochem.com/3-4-fluorophenyl-oxetan-3-amine.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-a134	110	1831	198	594	396	NC1(COC1)c1ccc(C(F)(F)F)cc1.Cl		3-(4-(Trifluoromethyl)phenyl)oxetan-3-amine hydrochloride	1349718-44-0	http://spirochem.com/3-4-trifluoromethyl-phenyl-oxetan-3-amine-hydrochloride.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-a135	110	1831	198	594	396	NC1(COC1)c1cccc(C(F)(F)F)c1.Cl	MFCD20233043	3-[3-(trifluoromethyl)phenyl]oxetan-3-amine hydrochloride	1349719-25-0	http://spirochem.com/3-3-trifluoromethyl-phenyl-oxetan-3-amine-hydrochloride.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-a137	184	 	306	2142	714	COc1cccc(C2(N)COC2)c1.Cl		3-(3-Methoxyphenyl)oxetan-3-amine  hydrochloride	1332765-95-3	http://spirochem.com/3-3-methoxyphenyl-oxetan-3-amine-hydrochloride.html	95	5G		0.1G	0.25G	1G
SPC-a138	479	 	816	 	2193	CC(C)(C)OC(=O)NC1(c2cccc(C(=O)O)c2)COC1		3-(3-((tert-Butoxycarbonyl)amino)oxetan-3-yl)benzoic acid	1823268-77-4	http://spirochem.com/3-3-tert-butoxycarbonyl-amino-oxetan-3-yl-benzoic-acid.html	95			0.1G	0.25G	1G
SPC-a139	479	 	816	 	2193	CC(C)(C)OC(=O)NC1(c2ccc(C(=O)O)cc2)COC1		4-(3-((tert-Butoxycarbonyl)amino)oxetan-3-yl)benzoic acid	1823271-90-4	http://spirochem.com/4-3-tert-butoxycarbonyl-amino-oxetan-3-yl-benzoic-acid.html	95			0.1G	0.25G	1G
SPC-a140	165	2474	297	842	561	OC(C1(COC1)c1ccccc1)=O	MFCD20659492	3-phenyloxetane-3-carboxylic acid	114012-42-9	http://spirochem.com/3-phenyloxetane-3-carboxylic-acid.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-a141	673	 	1122	 	3366	O=C(O)C1(c2ccc(F)cc2)COC1	MFCD22544051	3-(4-fluorophenyl)oxetane-3-carboxylic acid	1393572-06-9	http://spirochem.com/3-4-fluorophenyl-oxetane-3-carboxylic-acid.html	95			0.1G	0.25G	1G
SPC-a143	115	2168	232	574	384	OC(C1(COC1)c(cc1)ccc1Br)=O		3-(4-bromophenyl)oxetane-3-carboxylic acid	1393585-20-0	http://spirochem.com/3-4-bromophenyl-oxetane-3-carboxylic-acid.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-a144	459	 	816	 	2550	O=C(O)C1(c2cccc(F)c2)COC1		3-(3-Fluorophenyl)oxetane-3-carboxylic acid	1393553-52-0	http://spirochem.com/3-3-fluorophenyl-oxetane-3-carboxylic-acid.html	95			0.1G	0.25G	1G
SPC-a145	357	 	765	5814	1938	O=C(O)C1(c2cccc(Br)c2)COC1		3-(3-Bromophenyl)oxetane-3-carboxylic acid	1363381-80-9	http://spirochem.com/3-3-bromophenyl-oxetane-3-carboxylic-acid.html	95	5G		0.1G	0.25G	1G
SPC-a146	258	 	516	1286	858	Cc1cccc(C2(COC2)C(O)=O)c1	MFCD22546751	3-(3-methylphenyl)oxetane-3-carboxylic acid	1393568-32-5	http://spirochem.com/3-3-methylphenyl-oxetane-3-carboxylic-acid.html	95	1G		0.1G	0.25G	0.5G
SPC-a147	459	 	816	 	2550	O=C(O)C1(c2ccccc2Br)COC1		3-(2-Bromophenyl)oxetane-3-carboxylic acid	1416323-14-2	http://spirochem.com/3-2-bromophenyl-oxetane-3-carboxylic-acid.html	95			0.1G	0.25G	1G
SPC-a148	459	 	816	 	2550	O=C(O)C1(c2ccc([N+](=O)[O-])cc2)COC1		3-(4-Nitrophenyl)oxetane-3-carboxylic acid	1393544-71-2	http://spirochem.com/3-4-nitrophenyl-oxetane-3-carboxylic-acid.html	95			0.1G	0.25G	1G
SPC-a149	459	 	816	 	2550	O=C(O)C1(c2cccc([N+](=O)[O-])c2)COC1		3-(3-Nitrophenyl)oxetane-3-carboxylic acid	1393552-25-4	http://spirochem.com/3-3-nitrophenyl-oxetane-3-carboxylic-acid.html	95			0.1G	0.25G	1G
SPC-a153	297	 	446	 	 	C1NCC1N1CCOCC1.Cl.Cl	MFCD11617823	4-(azetidin-3-yl)morpholine dihydrochloride	178312-50-0	http://spirochem.com/4-azetidin-3-yl-morpholine-dihydrochloride.html	95			5G	10G	
SPC-a154	140	1416	179	822	277	O=S(CC1)(CCN1C1CNC1)=O.Cl.Cl	MFCD22123267	4-(azetidin-3-yl)thiomorpholine 1,1-dioxide dihydrochloride	178312-02-2	http://spirochem.com/4-azetidin-3-yl-thiomorpholine-1-1-dioxide-dihydrochloride.html	95	5G	10G	0.25G	0.5G	1G
SPC-a155	153	 	459	 	1377	Cl.Cl.FC1CCN(C2CNC2)CC1		1-(Azetidin-3-yl)-4-fluoropiperidine dihydrochloride	194427-15-1	http://spirochem.com/1-azetidin-3-yl-4-fluoropiperidine-dihydrochloride.html	95			0.25G	1G	5G
SPC-a156	265	 	367	3213	1071	FC1(F)CCN(C2CNC2)CC1	MFCD22123272	1-(azetidin-3-yl)-4,4-difluoropiperidine	1257293-83-6	http://spirochem.com/1-azetidin-3-yl-4-4-difluoropiperidine.html	95	5G		0.1G	0.25G	1G
SPC-a157	153	 	306	 	918	C1CCN(C2CNC2)CC1.Cl.Cl		1-(Azetidin-3-yl)piperidine dihydrochloride	178312-57-7	http://spirochem.com/1-azetidin-3-yl-piperidine-dihydrochloride.html	95			0.25G	1G	5G
SPC-a158	144	3216	322	1609	965	C1NCC1N1CCCC1.Cl.Cl	MFCD11617821	1-(azetidin-3-yl)pyrrolidine dihydrochloride	1024589-68-1	http://spirochem.com/1-azetidin-3-yl-pyrrolidine-dihydrochloride.html	95	10G	25G	0.25G	1G	5G
SPC-a159	153	 	306	 	816	C1CN(C2CNC2)C1.Cl.Cl		1,3'-Biazetidine dihydrochloride	928038-36-2	http://spirochem.com/1-3-biazetidine-dihydrochloride.html	95			0.1G	0.25G	1G
SPC-a160	153	 	306	 	816	FC1CN(C2CNC2)C1		3-Fluoro-1,3'-biazetidine	1257293-80-3	http://spirochem.com/3-fluoro-1-3-biazetidine.html	95			0.1G	0.25G	1G
SPC-a161	153	 	306	 	816	FC1(F)CN(C2CNC2)C1		3,3-Difluoro-1,3'-biazetidine	1257294-10-2	http://spirochem.com/3-3-difluoro-1-3-biazetidine.html	95			0.1G	0.25G	1G
SPC-a162	275	 	408	 	1224	C1CN(C2CNC2)CCS1.Cl.Cl		4-(Azetidin-3-yl)thiomorpholine dihydrochloride	1190320-91-2	http://spirochem.com/4-azetidin-3-yl-thiomorpholine-dihydrochloride.html	95			0.1G	0.25G	1G
SPC-a163	153	 	255	1285	428	Fc1ccc(CNC2COC2)cc1		N-(4-Fluorobenzyl)oxetan-3-amine	1342642-90-3	http://spirochem.com/n-4-fluorobenzyl-oxetan-3-amine.html	95	5G		0.1G	0.25G	1G
SPC-a164	153	 	255	1285	428	Clc1ccc(CNC2COC2)cc1		N-(4-Chlorobenzyl)oxetan-3-amine	1340248-48-7	http://spirochem.com/n-4-chlorobenzyl-oxetan-3-amine.html	95	5G		0.1G	0.25G	1G
SPC-a165	153	 	255	1285	428	Brc1ccccc1CNC1COC1		N-(2-Bromobenzyl)oxetan-3-amine	1339664-40-2	http://spirochem.com/n-2-bromobenzyl-oxetan-3-amine.html	95	5G		0.1G	0.25G	1G
SPC-a166	173	 	357	 	1326	OCCC1(NCc2ccccc2)COC1		2-(3-(Benzylamino)oxetan-3-yl)ethanol	1223573-34-9	http://spirochem.com/2-3-benzylamino-oxetan-3-yl-ethanol.html	95			0.1G	0.25G	1G
SPC-a167	296	 	510	 	1632	CC(C)(C)OC(=O)NC1(CCO)COC1		tert-Butyl (3-(2-hydroxyethyl)oxetan-3-yl)carbamate	1416323-05-1	http://spirochem.com/tert-butyl-3-2-hydroxyethyl-oxetan-3-yl-carbamate.html	95			0.1G	0.25G	1G
SPC-a168	153	 	255	1285	428	Brc1cccc(CNC2COC2)c1		N-(3-Bromobenzyl)oxetan-3-amine	1339688-91-3	http://spirochem.com/n-3-bromobenzyl-oxetan-3-amine.html	95	5G		0.1G	0.25G	1G
SPC-a169	153	 	255	1285	428	N#Cc1ccc(CNC2COC2)cc1		4-((Oxetan-3-ylamino)methyl)benzonitrile	1342705-62-7	http://spirochem.com/4-oxetan-3-ylamino-methyl-benzonitrile.html	95	5G		0.1G	0.25G	1G
SPC-a170	153	 	255	1285	428	N#Cc1cccc(CNC2COC2)c1		3-((Oxetan-3-ylamino)methyl)benzonitrile	1342988-09-3	http://spirochem.com/3-oxetan-3-ylamino-methyl-benzonitrile.html	95	5G		0.1G	0.25G	1G
SPC-a171	169	2474	277	831	555	CC(C)(C)OC(NC1(COC1)c(cc1)ccc1C#N)=O	NA	tert-butyl N-[3-(4-cyanophenyl)oxetan-3-yl]carbamate	1158098-77-1	http://spirochem.com/tert-butyl-n-3-4-cyanophenyl-oxetan-3-yl-carbamate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-a172	398	 	704	 	2193	CC(C)(C)OC(=O)NC1(c2ccc(Br)cc2)COC1		tert-Butyl (3-(4-bromophenyl)oxetan-3-yl)carbamate	1279090-24-2	http://spirochem.com/tert-butyl-3-4-bromophenyl-oxetan-3-yl-carbamate.html	95			0.1G	0.25G	1G
SPC-a173	398	 	704	 	2193	CC(C)(C)OC(=O)NC1(c2cccc(Br)c2)COC1		tert-Butyl (3-(3-bromophenyl)oxetan-3-yl)carbamate	1416323-32-4	http://spirochem.com/tert-butyl-3-3-bromophenyl-oxetan-3-yl-carbamate.html	95			0.1G	0.25G	1G
SPC-a174	153	 	255	1285	428	COc1ccc(CNC2COC2)cc1		N-(4-Methoxybenzyl)oxetan-3-amine	1344099-05-3	http://spirochem.com/n-4-methoxybenzyl-oxetan-3-amine.html	95	5G		0.1G	0.25G	1G
SPC-a175	153	 	255	1285	428	c1ccc(CNC2COC2)cc1		N-Benzyloxetan-3-amine	1015937-48-0	http://spirochem.com/n-benzyloxetan-3-amine.html	95	5G		0.1G	0.25G	1G
SPC-a176	153	 	255	1285	428	COc1cccc(CNC2COC2)c1		N-(3-Methoxybenzyl)oxetan-3-amine	1343583-25-4	http://spirochem.com/n-3-methoxybenzyl-oxetan-3-amine.html	95	5G		0.1G	0.25G	1G
SPC-a177	153	 	255	1285	428	Brc1ccc(CNC2COC2)cc1		N-(4-Bromobenzyl)oxetan-3-amine	1342610-11-0	http://spirochem.com/n-4-bromobenzyl-oxetan-3-amine.html	95	5G		0.1G	0.25G	1G
SPC-a178	133	1880	238	594	396	CC(C)(C)OC(NC1(CC(O)=O)COC1)=O	MFCD16140246	2-(3-{[(tert-butoxy)carbonyl]amino}oxetan-3-yl)acetic acid	1221715-78-1	http://spirochem.com/2-3-tert-butoxy-carbonyl-amino-oxetan-3-yl-acetic-acid.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-a179	133	 	194	1193	398	CC(C)(C)OC(=O)NC1(CC(=O)O)CCC1	MFCD13249390	2-(1-{[(tert-butoxy)carbonyl]amino}cyclobutyl)acetic acid	249762-02-5	http://spirochem.com/2-1-tert-butoxy-carbonyl-amino-cyclobutyl-acetic-acid.html	95	5G		0.1G	0.25G	1G
SPC-a180	214	 	357	3672	1224	CC(C)(C)OC(=O)NC1(CC(=O)O)CSC1		2-(3-((tert-Butoxycarbonyl)amino)thietan-3-yl)acetic acid	1823811-81-9	http://spirochem.com/2-3-tert-butoxycarbonyl-amino-thietan-3-yl-acetic-acid.html	95	5G		0.1G	0.25G	1G
SPC-a181	214	 	357	3672	1224	CC(C)(C)OC(=O)NC1(CC(=O)O)CS(=O)(=O)C1		2-(3-((tert-Butoxycarbonyl)amino)-1,1-dioxidothietan-3-yl)acetic acid	1823267-64-6	http://spirochem.com/2-3-tert-butoxycarbonyl-amino-1-1-dioxidothietan-3-yl-acetic-acid.html	95	5G		0.1G	0.25G	1G
SPC-a182	184	 	306	3060	1020	CC(C)(C)OC(=O)N1CC(N)(CC(=O)O)C1		2-(3-Amino-1-(tert-butoxycarbonyl)azetidin-3-yl)acetic acid	1508644-03-8	http://spirochem.com/2-3-amino-1-tert-butoxycarbonyl-azetidin-3-yl-acetic-acid.html	95	5G		0.1G	0.25G	1G
SPC-a183	102	 	203	505	337	NC1(CC(O)=O)CCC1		2-(1-aminocyclobutyl)acetic acid	58885-90-8	http://spirochem.com/2-1-aminocyclobutyl-acetic-acid.html	95	1G		0.1G	0.25G	0.5G
SPC-a184	214	 	357	3213	1071	O=C(O)CC1(NC(=O)OCC2c3ccccc3-c3ccccc32)CCC1		2-(1-((((9H-Fluoren-9-yl)methoxy)carbonyl)amino)cyclobutyl)acetic acid	1199775-14-8	http://spirochem.com/2-1-9h-fluoren-9-yl-methoxy-carbonyl-amino-cyclobutyl-acetic-acid.html	95	5G		0.1G	0.25G	1G
SPC-a185	214	 	357	3213	1071	OCCC1(NCc2ccccc2)CSC1		2-(3-(Benzylamino)thietan-3-yl)ethanol	1223573-33-8	http://spirochem.com/2-3-benzylamino-thietan-3-yl-ethanol.html	95	5G		0.1G	0.25G	1G
SPC-a186	214	 	357	3213	1071	O=S1(=O)CC(CCO)(NCc2ccccc2)C1		3-(Benzylamino)-3-(2-hydroxyethyl)thietane 1,1-dioxide	1223573-35-0	http://spirochem.com/3-benzylamino-3-2-hydroxyethyl-thietane-1-1-dioxide.html	95	5G		0.1G	0.25G	1G
SPC-a187	119	1949	357	1149	574	OC(C(C1)(C2)CC12C(O)=O)=O	MFCD20621127	bicyclo[1.1.1]pentane-1,3-dicarboxylic acid	56842-95-6	http://spirochem.com/bicyclo-1-1-1-pentane-1-3-dicarboxylic-acid.html	95	25G	50G	1G	5G	10G
SPC-a188	272	 	463	 	940	COC(C(C1)(C2)CC12C(O)=O)=O	MFCD20638314	3-(methoxycarbonyl)bicyclo[1.1.1]pentane-1-carboxylic acid	83249-10-9	http://spirochem.com/3-methoxycarbonyl-bicyclo-1-1-1-pentane-1-carboxylic-acid.html	95			5G	10G	25G
SPC-a189a	300	4416	516	1497	999	NC(C1)(C2)CC12N.Cl.Cl	MFCD27976569	bicyclo[1.1.1]pentane-1,3-diamine dihydrochloride	147927-61-5	http://spirochem.com/bicyclo-1-1-1-pentane-1-3-diamine-dihydrochloride.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-a190	194	 	326	3366	1122	CC(C)(C)OC(=O)NCC1(CC(=O)O)CCC1		2-(1-(((tert-Butoxycarbonyl)amino)methyl)cyclobutyl)acetic acid	1384441-97-7	http://spirochem.com/2-1-tert-butoxycarbonyl-amino-methyl-cyclobutyl-acetic-acid.html	95	5G		0.1G	0.25G	1G
SPC-a191	194	 	326	3366	1122	CC(C)(C)OC(=O)NCC1(CC(=O)O)CSC1		2-(3-(((tert-Butoxycarbonyl)amino)methyl)thietan-3-yl)acetic acid	1823267-71-5	http://spirochem.com/2-3-tert-butoxycarbonyl-amino-methyl-thietan-3-yl-acetic-acid.html	95	5G		0.1G	0.25G	1G
SPC-a192	194	 	326	3366	1122	CC(C)(C)OC(=O)NCC1(CC(=O)O)CS(=O)(=O)C1		2-(3-(((tert-Butoxycarbonyl)amino)methyl)-1,1-dioxidothietan-3-yl)acetic acid	1823264-57-8	http://spirochem.com/2-3-tert-butoxycarbonyl-amino-methyl-1-1-dioxidothietan-3-yl-acetic-acid.html	95	5G		0.1G	0.25G	1G
SPC-a193	296	 	500	4284	1428	NCC1(CC(=O)O)CCC1		2-(1-(Aminomethyl)cyclobutyl)acetic acid	748754-87-2	http://spirochem.com/2-1-aminomethyl-cyclobutyl-acetic-acid.html	95	5G		0.1G	0.25G	1G
SPC-a194	296	 	500	4284	1428	NCC1(CCO)CCC1		2-(1-(Aminomethyl)cyclobutyl)ethanol	180205-27-0	http://spirochem.com/2-1-aminomethyl-cyclobutyl-ethanol.html	95	5G		0.1G	0.25G	1G
SPC-a195	163	 	275	2723	908	O=C(O)CC1(C[N+](=O)[O-])CCC1		2-(1-(Nitromethyl)cyclobutyl)acetic acid	779310-32-6	http://spirochem.com/2-1-nitromethyl-cyclobutyl-acetic-acid.html	95	5G		0.1G	0.25G	1G
SPC-a196	275	 	469	4284	1428	NC1(CCO)CSC1		2-(3-Aminothietan-3-yl)ethanol	1545881-41-1	http://spirochem.com/2-3-aminothietan-3-yl-ethanol.html	95	5G		0.1G	0.25G	1G
SPC-a197	275	 	469	4284	1428	NC1(CCO)CS(=O)(=O)C1		3-Amino-3-(2-hydroxyethyl)thietane 1,1-dioxide	1780693-59-5	http://spirochem.com/3-amino-3-2-hydroxyethyl-thietane-1-1-dioxide.html	95	5G		0.1G	0.25G	1G
SPC-a198	214	 	357	2081	694	NC1(CCO)CCC1		2-(1-Aminocyclobutyl)ethanol	1375473-21-4	http://spirochem.com/2-1-aminocyclobutyl-ethanol.html	95	5G		0.1G	0.25G	1G
SPC-a199	275	 	469	4284	1428	CC(C)(C)OC(=O)N1CC(N)(CCO)C1		tert-Butyl 3-amino-3-(2-hydroxyethyl)azetidine-1-carboxylate	1780283-92-2	http://spirochem.com/tert-butyl-3-amino-3-2-hydroxyethyl-azetidine-1-carboxylate.html	95	5G		0.1G	0.25G	1G
SPC-a200	162	2449	286	802	534	COC(C(C1)(C2)CC12C#N)=O	MFCD27664945	methyl 3-cyanobicyclo[1.1.1]pentane-1-carboxylate	156329-62-3	http://spirochem.com/methyl-3-cyanobicyclo-1-1-1-pentane-1-carboxylate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-a201	150		240		700	CC(C)(OC(NC12CC(C2)(C(O)=O)C1)=O)C		3-(tert-butoxycarbonylamino)bicyclo[1.1.1]pentane-1-carboxylic acid	303752-38-7	http://spirochem.com/3-tert-butoxy-carbonyl-amino-bicyclo-1-1-1-pentane-1-carboxylic-acid.html	95			0.1G	0.25G	1G
SPC-a202a	120	1770	216	582	335	COC(C(C1)(C2)CC12N)=O.Cl	MFCD20720060	methyl 3-aminobicyclo[1.1.1]pentane-1-carboxylate hydrochloride	676371-65-6	http://spirochem.com/methyl-3-aminobicyclo-1-1-1-pentane-1-carboxylate-hydrochloride.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-a203	217	2474	435	989	693	NC1(C2)CC2(CO)C1		{3-aminobicyclo[1.1.1]pentan-1-yl}methanol	1638767-26-6	http://spirochem.com/3-aminobicyclo-1-1-1-pentan-1-yl-methanol.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-a204	394	 	785	1959	1307	NCC1(C2)CC2(CO)C1		(3-(Aminomethyl)bicyclo[1.1.1]pentan-1-yl)methanol	1823918-02-0	http://spirochem.com/3-aminomethyl-bicyclo-1-1-1-pentan-1-yl-methanol.html	95	1G		0.1G	0.25G	0.5G
SPC-a205a	296	 	510	3366	1122	COC(=O)C12CC(CN)(C1)C2.Cl		Methyl 3-(aminomethyl)bicyclo[1.1.1]pentane-1-carboxylate hydrochloride	1638761-28-0	http://spirochem.com/methyl-3-aminomethyl-bicyclo-1-1-1-pentane-1-carboxylate-hydrochloride.html	95	5G		0.1G	0.25G	1G
SPC-a205b	357	 	632	4437	1479	COC(=O)C12CC(CN)(C1)C2		Methyl 3-(aminomethyl)bicyclo[1.1.1]pentane-1-carboxylate	1638764-99-4	http://spirochem.com/methyl-3-aminomethyl-bicyclo-1-1-1-pentane-1-carboxylate.html	95	5G		0.1G	0.25G	1G
SPC-a206	184	 	398	 	1000	CC(C)(C)OC(=O)NCC12CC(C(=O)O)(C1)C2		3-(((tert-Butoxycarbonyl)amino)methyl)bicyclo[1.1.1]pentane-1-carboxylic acid	1638771-49-9	http://spirochem.com/3-tert-butoxycarbonyl-amino-methyl-bicyclo-1-1-1-pentane-1-carboxylic-acid.html	95			0.1G	0.25G	1G
SPC-a207	193	2968	347	989	660	N#CC1(C2)CC2(CO)C1	MFCD27664953	3-(hydroxymethyl)bicyclo[1.1.1]pentane-1-carbonitrile	1370705-39-7	http://spirochem.com/3-hydroxymethyl-bicyclo-1-1-1-pentane-1-carbonitrile.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-a208	357	5346	714	1781	1187	COC(C1(C2)CC2(CC(O)=O)C1)=O		2-(3-(Methoxycarbonyl)bicyclo[1.1.1]pentan-1-yl)acetic acid	1113001-63-0	http://spirochem.com/2-3-methoxycarbonyl-bicyclo-1-1-1-pentan-1-yl-acetic-acid.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-a209	208	3117	417	1039	693	OC(C(C1)(C2)CC12c1ccccc1)=O	MFCD00101889	3-phenylbicyclo[1.1.1]pentane-1-carboxylic acid	83249-04-1	http://spirochem.com/3-phenylbicyclo-1-1-1-pentane-1-carboxylic-acid.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-a210	149	 	218	 	396	CC(C)(C)OC(NC1(CCC1)C(O)=O)=O	MFCD02682623	1-{[(tert-butoxy)carbonyl]amino}cyclobutane-1-carboxylic acid	120728-10-1	http://spirochem.com/1-tert-butoxy-carbonyl-amino-cyclobutane-1-carboxylic-acid.html	95			50G	100G	250G
SPC-a211	449	 	765	 	2244	CC(C)(C)OC(=O)NC1(C(=O)O)CN(C(=O)OCc2ccccc2)C1		1-((Benzyloxy)carbonyl)-3-((tert-butoxycarbonyl)amino)azetidine-3-carboxylic acid	1823265-82-2	http://spirochem.com/1-benzyloxy-carbonyl-3-tert-butoxycarbonyl-amino-azetidine-3-carboxylic-acid.html	95			0.1G	0.25G	1G
SPC-a212	153	 	255	2142	714	Cl.Cl.NCC1(CN)COC1		Oxetane-3,3-diyldimethanamine dihydrochloride	111511-89-8	http://spirochem.com/oxetane-3-3-diyldimethanamine-dihydrochloride.html	95	5G		0.1G	0.25G	1G
SPC-a213	102	 	214	 	 	CC(C)(C)OC(=O)NC1(C(=O)O)CC1	NA	1-{[(tert-butoxy)carbonyl]amino}cyclopropane-1-carboxylic acid	88950-64-5	http://spirochem.com/1-tert-butoxy-carbonyl-amino-cyclopropane-1-carboxylic-acid.html	95			25G	100G	
SPC-a214	134	 	213	708	421	CC(C)(C)OC(NC1(CCCC1)C(O)=O)=O	MFCD01076126	1-((tert-Butoxycarbonyl)amino)cyclopentanecarboxylic acid	35264-09-6	http://spirochem.com/1-tert-butoxycarbonyl-amino-cyclopentanecarboxylic-acid.html	95	50G		5G	10G	25G
SPC-a215	255	 	 	 	 	CC(C)(C)OC(=O)NC1(C(=O)O)CCCCC1		1-((tert-Butoxycarbonyl)amino)cyclohexanecarboxylic acid	115951-16-1	http://spirochem.com/1-tert-butoxycarbonyl-amino-cyclohexanecarboxylic-acid.html	95			5G		
